input:input:Bucket Sort: A total of 100 groups, data volume: 505000
47 group,  Data volume: 4700 0.862 ms  Data Accept.       Accuracy: 100.000%.
48 group,  Data volume: 4800 0.673 ms  Data Accept.       Accuracy: 100.000%.
49 group,  Data volume: 4900 0.641 ms  Data Accept.       Accuracy: 100.000%.
50 group,  Data volume: 5000 0.655 ms  Data Accept.       Accuracy: 100.000%.
51 group,  Data volume: 5100 1.246 ms  Data Accept.       Accuracy: 100.000%.
52 group,  Data volume: 5200 0.883 ms  Data Accept.       Accuracy: 100.000%.
53 group,  Data volume: 5300 0.883 ms  Data Accept.       Accuracy: 100.000%.
54 group,  Data volume: 5400 0.830 ms  Data Accept.       Accuracy: 100.000%.
55 group,  Data volume: 5500 0.878 ms  Data Accept.       Accuracy: 100.000%.
56 group,  Data volume: 5600 0.978 ms  Data Accept.       Accuracy: 100.000%.
57 group,  Data volume: 5700 1.017 ms  Data Accept.       Accuracy: 100.000%.
58 group,  Data volume: 5800 0.796 ms  Data Accept.       Accuracy: 100.000%.
59 group,  Data volume: 5900 0.786 ms  Data Accept.       Accuracy: 100.000%.
60 group,  Data volume: 6000 0.793 ms  Data Accept.       Accuracy: 100.000%.
61 group,  Data volume: 6100 0.819 ms  Data Accept.       Accuracy: 100.000%.
62 group,  Data volume: 6200 0.811 ms  Data Accept.       Accuracy: 100.000%.
63 group,  Data volume: 6300 0.826 ms  Data Accept.       Accuracy: 100.000%.
64 group,  Data volume: 6400 0.838 ms  Data Accept.       Accuracy: 100.000%.
65 group,  Data volume: 6500 0.840 ms  Data Accept.       Accuracy: 100.000%.
66 group,  Data volume: 6600 0.850 ms  Data Accept.       Accuracy: 100.000%.
67 group,  Data volume: 6700 1.175 ms  Data Accept.       Accuracy: 100.000%.
68 group,  Data volume: 6800 1.375 ms  Data Accept.       Accuracy: 100.000%.
69 group,  Data volume: 6900 1.165 ms  Data Accept.       Accuracy: 100.000%.
70 group,  Data volume: 7000 0.910 ms  Data Accept.       Accuracy: 100.000%.
71 group,  Data volume: 7100 1.293 ms  Data Accept.       Accuracy: 100.000%.
72 group,  Data volume: 7200 1.205 ms  Data Accept.       Accuracy: 100.000%.
73 group,  Data volume: 7300 0.920 ms  Data Accept.       Accuracy: 100.000%.
74 group,  Data volume: 7400 0.948 ms  Data Accept.       Accuracy: 100.000%.
75 group,  Data volume: 7500 1.182 ms  Data Accept.       Accuracy: 100.000%.
76 group,  Data volume: 7600 0.957 ms  Data Accept.       Accuracy: 100.000%.
77 group,  Data volume: 7700 0.961 ms  Data Accept.       Accuracy: 100.000%.
78 group,  Data volume: 7800 0.952 ms  Data Accept.       Accuracy: 100.000%.
79 group,  Data volume: 7900 0.977 ms  Data Accept.       Accuracy: 100.000%.
80 group,  Data volume: 8000 0.999 ms  Data Accept.       Accuracy: 100.000%.
81 group,  Data volume: 8100 1.636 ms  Data Accept.       Accuracy: 100.000%.
82 group,  Data volume: 8200 1.242 ms  Data Accept.       Accuracy: 100.000%.
